,T0056 MVP,T0056,T00713
2019-06-03,-0.040479822559911005,-0.06546116725671924,-0.04940223096071139
2019-06-04,-0.04447715521519369,-0.06835452152282584,-0.04877287353115611
2019-06-05,-0.042370870798498106,-0.06654617510650929,-0.04719964619008077
2019-06-06,-0.04443490932944083,-0.07088591460148586,-0.051290303249377445
2019-06-10,-0.030082756139529487,-0.06003632261055836,-0.041850274271673316
2019-06-11,-0.027559967136355334,-0.05822787889284742,-0.03838897464193192
2019-06-12,-0.0258564781300481,-0.05605786319326744,-0.03681566418445026
2019-06-13,-0.02817234302304905,-0.059313081345426344,-0.037445021614005536
2019-06-14,-0.03141688352564187,-0.06003632261055858,-0.03681566418445026
2019-06-17,-0.03221665102968618,-0.05786620960958422,-0.037445021614005536
2019-06-18,-0.023181519866879108,-0.05750463762771518,-0.03555703244174602
2019-06-19,-0.006372208594153328,-0.04267639161670744,-0.021397155208003005
2019-06-20,-0.00280454452811274,-0.03761302165102087,-0.016991902550335114
2019-06-21,-0.0026649390588352473,-0.04086804520039089,-0.020453202180076402
2019-06-24,-0.0026649390588354693,-0.0379747882356789,-0.017935855578261717
2019-06-25,-0.0078524124905347,-0.042676391616707665,-0.018250534293039355
2019-06-26,-0.002130550617183924,-0.04412297144836652,-0.018250534293039355
2019-06-27,0.0,-0.037613021651021095,-0.011013339435185454
2019-06-28,-0.00355755656493284,-0.038336360217547716,-0.00881075466455472
2019-07-01,0.0,-0.025316363321462143,-0.0037760614609251286
2019-07-02,0.0,-0.024954888640987716,-0.001888238521478458
2019-07-03,-0.0021791270574194055,-0.03146464383554415,-0.0031467871477761644
2019-07-04,0.0,-0.02603979918938315,-0.00251726348540815
2019-07-05,0.0,-0.023869783489803176,0.0
2019-07-08,-0.002308835512104257,-0.024954888640987716,-0.002517263485408372
2019-07-09,-0.00208950463048152,-0.028209814888963125,-0.002517263485408372
2019-07-10,0.0,-0.025316363321462143,0.0
2019-07-11,0.0,-0.019529849392037613,0.0
2019-07-12,0.0,-0.01772150297572095,0.0
2019-07-15,0.0,-0.01591335116219339,-0.00031141527720490725
2019-07-16,-0.0024873139405927613,-0.014104907444482229,-0.00031141527720490725
2019-07-17,-0.004615258542921663,-0.018444841542247792,0.0
2019-07-18,-0.008515520870616688,-0.021338195808354388,-0.005287726286734129
2019-07-19,-0.005804559220743966,-0.021338195808354388,0.0
2019-07-22,-0.0031436308076941977,-0.019529849392037613,0.0
2019-07-23,0.0,-0.014828148709614464,0.0
2019-07-24,-0.0018308593045469612,-0.013381568877955607,-0.002465370887850038
2019-07-25,0.0,-0.006510047098741256,0.0
2019-07-26,-0.0019749899947860694,-0.009041732081584652,0.0
2019-07-29,-0.0014532997281677673,-0.010126642629980087,0.0
2019-07-30,-0.0026295498124685457,-0.013019899594692297,-0.0033833343584384057
2019-07-31,-0.0074667964721797375,-0.016274825842667817,-0.004921479521609262
2019-08-01,-0.009606236116163736,-0.019891421373906648,-0.011688554488859415
2019-08-02,-0.023243913525141546,-0.02893315345548997,-0.02491517289081502
2019-08-05,-0.03410427704194963,-0.0379747882356789,-0.027991300717007506
2019-08-06,-0.039930807527967405,-0.04086804520039111,-0.03629643959735385
2019-08-07,-0.0407034424471453,-0.04412297144836652,-0.031990104390908325
2019-08-08,-0.03521933668616861,-0.03942136806733765,-0.026760849586530466
2019-08-12,-0.031102068827428164,-0.027124807039173082,-0.023684884260487427
2019-08-13,-0.03311397093697643,-0.03218807970346527,-0.027683687934388246
2019-08-14,-0.024553400274550885,-0.02603979918938315,-0.024607803858419652
2019-08-15,-0.03413953219621979,-0.0300181613052799,-0.03629643959735385
2019-08-16,-0.028978317029419776,-0.025316363321462143,-0.031682410358214286
2019-08-19,-0.02918819581993315,-0.02242320365814443,-0.019993693369205534
2019-08-20,-0.02718842522574194,-0.020976526525091188,-0.02460780385841954
2019-08-21,-0.028031899377245595,-0.021699962393012195,-0.02091653171706309
2019-08-22,-0.02852546343057394,-0.022784775640013244,-0.020608756434294495
2019-08-23,-0.028138686505747246,-0.022784775640013244,-0.0199936933692052
2019-08-26,-0.03791215321304464,-0.027848242907094534,-0.02768368793438769
2019-08-27,-0.03304117648760552,-0.024954888640987827,-0.024607803858419097
2019-08-28,-0.029200828185765637,-0.024593219357724405,-0.01691772804316205
2019-08-29,-0.03096334799182099,-0.023508211507934362,-0.020301387401899018
2019-08-30,-0.01891616313476796,-0.01446657672774565,-0.015379907880289534
2019-09-02,-0.017126047216125095,-0.007594957647136913,-0.009535346260598487
2019-09-03,-0.021158648695004834,-0.009041732081584763,-0.0046137042388398886
2019-09-04,-0.014160235843943325,-0.003978362115897971,-0.0039986411737507055
2019-09-05,-0.005399810607712441,0.0,-0.0033833343584376285
2019-09-06,-0.0030776957167065744,0.0,0.0
2019-09-10,0.0,-0.003233970563356503,0.0
2019-09-11,0.0,-0.0007186601251905067,0.0
2019-09-12,0.0,0.0,0.0
2019-09-16,0.0,0.0,-0.003952522189418661
2019-09-17,0.0,0.0,-0.003952522189418661
2019-09-18,0.0,0.0,-0.002736528316209519
2019-09-19,-0.004801623235122454,-0.0028520944997046938,-0.005776713777561504
2019-09-20,-0.0043291376677331295,-0.002495486773383071,-0.005776713777561504
2019-09-23,0.0,0.0,-0.0036484634876173816
2019-09-24,0.0,0.0,-0.004256580891219497
2019-09-25,0.0,-0.004588657121454509,-0.011553748800449792
2019-09-26,-0.002621454290114955,-0.006353598295779861,-0.008817381106903777
2019-09-27,-0.01391590745649296,-0.015884185671241724,-0.01611414745947548
2019-10-01,-0.012131456372978855,-0.005294633591184761,-0.011249529475985454
2019-10-02,-0.01140779896298838,-0.005647621826049942,-0.008209183391969965
2019-10-03,-0.015851554759947595,-0.007412563000375405,-0.013681918779062108
2019-10-04,-0.015996073318837123,-0.006706681496541078,-0.01216162527005682
2019-10-07,-0.00789637563700707,0.0,-0.010033294668781112
2019-10-08,-0.005263255959402358,0.0,-0.01185756656825554
2019-10-09,-0.015031031235022474,-0.005625872258048337,-0.021891102171031962
2019-10-14,-0.010205792177542694,0.0,-0.015202051665403782
2019-10-15,-0.00958836676739605,-0.0024545504885092884,-0.016722425485740655
2019-10-16,-0.008065674632166564,-0.0003506365936121192,-0.013377940388592524
2019-10-17,-0.0040482097709410025,0.0,-0.008209183391969632
2019-10-18,-0.004233390897361855,0.0,-0.006384750869831479
2019-10-21,0.0,0.0,-0.004256580891219164
2019-10-22,0.0,0.0,-0.003344485097147798
2019-10-23,0.0,0.0,0.0
2019-10-24,0.0,0.0,0.0
2019-10-25,-0.00339902724383756,-0.0018082063655217029,0.0
2019-10-28,-0.0014499723790841745,0.0,0.0
2019-10-29,-0.004509682487384703,-0.0028880719739495797,-0.0036110544305965053
2019-10-30,-0.005774123483582971,-0.0018050335957812136,-0.00391200212968601
2019-10-31,-0.005457214056257764,-0.004332153512672909,-0.0018054477256788104
2019-11-01,-0.00248914893260499,-0.0025272110203891085,-0.0009026046284102973
2019-11-04,0.0,0.0,0.0
2019-11-05,0.0,0.0,0.0
2019-11-06,-0.006182471768677256,-0.003567655311216611,0.0
2019-11-07,-0.011242476520786915,-0.00820568824362733,0.0
2019-11-08,-0.009020678857381226,-0.005351527982285553,0.0
2019-11-11,-0.019810666000981914,-0.018908384084513896,-0.010410352621212593
2019-11-12,-0.014423648899805186,-0.010346083362330782,-0.003569243552769552
2019-11-13,-0.019830652277907812,-0.008562300722183114,-0.0026767951714292693
2019-11-14,-0.016656147953534206,-0.007135310622433333,-0.0014871258880191363
2019-11-15,-0.008962151771431892,-0.005351527982285553,0.0
2019-11-18,0.0,0.0,0.0
2019-11-19,0.0,0.0,0.0
2019-11-20,-2.5632796598618057e-06,-0.0017768101213878618,0.0
2019-11-21,-0.006391134373041507,-0.004975032468283791,-0.00502529355854997
2019-11-22,-0.004120164954296346,-0.004619634572404441,-0.005956395090311539
2019-11-25,-0.00932779609896428,-0.005330430364163363,-0.005645793673678456
2019-11-26,-0.007096720307293358,-0.0028429141300213567,-0.0016114107683434797
2019-11-27,-0.005848838711904447,-0.0035536202427755015,0.0
2019-11-28,-0.010279188692507768,-0.003908838780645407,-0.0031026596522791827
2019-11-29,-0.018790944290108857,-0.013859262433231878,-0.010859503933532522
2019-12-02,-0.021443853072543817,-0.01741279299700249,-0.01613411120865149
2019-12-03,-0.00968004457774796,-0.007818036277309814,-0.01334158481922243
2019-12-04,-0.011219883899666216,-0.009239448502818104,-0.01272108411285533
2019-12-05,-0.005411731991536994,-0.003908838780645407,-0.009928635783648554
2019-12-06,-0.001202044748898179,-0.00035521853786990576,-0.008377266927397709
2019-12-09,0.0,0.0,-0.005584896658413108
2019-12-10,-0.0025189732706706325,-0.0024814330855298383,-0.009308057017059168
2019-12-11,-0.0013442773089857862,0.0,-0.006515530627630106
2019-12-12,0.0,0.0,-0.006515530627630106
2019-12-13,0.0,0.0,-0.004964317891823722
2019-12-16,0.0,0.0,-0.004033605862384437
2019-12-17,0.0,0.0,-0.0009307900896609045
2019-12-18,0.0,0.0,-0.0009307900896609045
2019-12-19,-0.0003404436967086033,-0.0027807479125969703,0.0
2019-12-20,-0.0020346798689581114,0.0,0.0
2019-12-23,-0.0020346798689582224,-0.0027777639040001967,0.0
2019-12-24,-0.005117627688271953,-0.002083257210106937,-0.0018563964331157479
2019-12-25,-0.0004858162657087606,0.0,-0.002475091453679523
2019-12-26,-0.0008023129113932104,0.0,-0.002475091453679523
2019-12-27,0.0,0.0,-0.00030934751028188767
2019-12-30,-0.0033344225719397214,0.0,-0.0012375457268398726
2019-12-31,-0.006515369375187707,-0.0010345753894277498,-0.002784594649673733
2020-01-02,-0.002689010447679885,0.0,-0.0018563964331157479
2020-01-03,-0.002333126189415946,0.0,-0.004331565729651432
2020-01-06,-0.013253468282998337,-0.007539480025899881,-0.010210336067849157
2020-01-07,-0.017000973097498706,-0.016792442860195766,-0.014851327150638527
2020-01-08,-0.02334883292925416,-0.02330372942175296,-0.018564431388294667
2020-01-09,-0.017152889064920962,-0.016449711705414982,-0.013613859266654815
2020-01-10,-0.01524917683235294,-0.016792442860195766,-0.013613859266654815
2020-01-13,-0.005908797257982545,-0.011651907952253682,-0.004950338593071257
2020-01-14,-0.00017279445761086976,-0.00548326606272298,-0.004331565729651321
2020-01-15,-0.003895124555919227,-0.005825910734749695,-0.0027845946496735108
2020-01-16,0.0,-0.002741589789984289,-0.0021658217862536855
2020-01-17,0.0,-0.0006855487923157488,0.0
2020-01-20,0.0,0.0,0.0
2020-01-30,-0.04820636969288017,-0.05104486822424659,-0.03751540222643068
2020-01-31,-0.03617012041952272,-0.043508143582398184,-0.03290287686937776
2020-02-03,-0.041734774704333955,-0.04967449963737236,-0.0405904707072029
2020-02-04,-0.03531526722009659,-0.03665638710115826,-0.03382528910386129
2020-02-05,-0.03712050378309206,-0.038026669234901056,-0.03167294231399587
2020-02-06,-0.021388715014289184,-0.025693784218689952,-0.025215205667446616
2020-02-07,-0.03024868208979381,-0.032888068006799887,-0.027675384234634115
2020-02-10,-0.03178715348820571,-0.03597133248741846,-0.034440565837975834
2020-02-11,-0.027315634336330552,-0.029119576006178538,-0.027675384234634115
2020-02-12,-0.021047291080699804,-0.021582851364330136,-0.023062781513475406
2020-02-13,-0.015424372224165372,-0.01884211419058157,-0.020910202631292396
2020-02-14,-0.011278254164994062,-0.013703253603085774,-0.0196803454400164
2020-02-17,-0.011772212477278776,-0.013360812749347195,-0.019372823119118032
2020-02-18,-0.012354901724523804,-0.013360812749347195,-0.018142733835524227
2020-02-19,-0.0032041674517550023,-0.007879424854981498,-0.011992674238085255
2020-02-20,-0.003681706918255312,-0.008907093228722851,-0.011992674238085255
2020-02-21,-0.009985247944100495,-0.009934934508727289,-0.01537511031154426
2020-02-24,-0.02086375166807064,-0.01678660453683578,-0.02398534847617073
2020-02-25,-0.02610127318403177,-0.017814359363708565,-0.02890531879001601
2020-02-26,-0.032953555556786696,-0.030489944593052765,-0.03167294231399598
2020-02-27,-0.04068728849353398,-0.04419328464926975,-0.04028302575041065
2020-03-02,-0.05033206713504046,-0.049332058783634,-0.05350563454387802
2020-03-03,-0.043626521365417004,-0.04316544336926542,-0.04520307342836183
2020-03-04,-0.0395543330268745,-0.04556348032988111,-0.04520307342836183
2020-03-05,-0.02978985267282841,-0.037341528168029825,-0.036900434948739735
2020-03-06,-0.04052456329145393,-0.0448784257161412,-0.04674060766874799
2020-03-09,-0.06067147176160359,-0.06646119062733957,-0.06672824333734528
2020-03-10,-0.06009245300797028,-0.06646119062733957,-0.06980323445401171
2020-03-11,-0.06462565919372398,-0.07605351137606509,-0.07626081637234905
2020-03-12,-0.09451931109257594,-0.11168205719721902,-0.10239858900249121
2020-03-13,-0.1187358435674567,-0.1336073494152874,-0.13191902979840997
2020-03-16,-0.14082922298770517,-0.16375476670146993,-0.15436661194187684
2020-03-17,-0.1624500624237929,-0.18910576425389547,-0.18142679680650242
2020-03-18,-0.17771501670173018,-0.20212404969637254,-0.20049217496882787
2020-03-19,-0.2235284053511145,-0.25145593557374346,-0.25799513549974995
2020-03-20,-0.17702845521046529,-0.20246657700324244,-0.2189422763970389
2020-03-23,-0.17702845521046529,-0.2295307298088065,-0.23585499831307533
2020-03-24,-0.14210646697187268,-0.19904078521575386,-0.20664223456626674
2020-03-25,-0.1110219903519788,-0.1747172831308068,-0.17712187113445388
2020-03-26,-0.09776331325382437,-0.16889336792957121,-0.1722017460923968
2020-03-27,-0.0955845576869978,-0.16581027635521572,-0.16574424153816536
2020-03-30,-0.0981710591738647,-0.16683811763522005,-0.16359174002008814
2020-03-31,-0.08569578541330347,-0.1610141159808528,-0.15744168042264917
2020-04-01,-0.08588127660079381,-0.15998627470084847,-0.15405908962097847
2020-04-06,-0.07012990079172454,-0.14902367181838005,-0.1482165523444381
2020-04-07,-0.06389130979865443,-0.13600547282903452,-0.13591643314956003
2020-04-08,-0.05310496181803037,-0.11716353154471626,-0.12730642707725148
2020-04-09,-0.05415688096084548,-0.12127437794594476,-0.12669145979956065
2020-04-10,-0.05003248287728701,-0.11853381367845894,-0.11838866659172675
2020-04-13,-0.04904153011918433,-0.12024679602533461,-0.12054132283801555
2020-04-14,-0.030711631241056025,-0.10757112434285898,-0.10670359203864566
2020-04-15,-0.02132881292460964,-0.09318264321977054,-0.09286609333159312
2020-04-16,-0.024939658465884196,-0.0942103115935119,-0.09717117373185347
2020-04-17,-0.02141987288055225,-0.09215480193976622,-0.09378858293018255
2020-04-20,-0.017521182430923155,-0.08872909660540917,-0.09286609333159312
2020-04-21,-0.039530172005531994,-0.1058581419959832,-0.11346877364198715
2020-04-22,-0.03779106034074553,-0.10140468183475337,-0.1165438421227597
2020-04-23,-0.033644030059157504,-0.09763610338100048,-0.11346877364198715
2020-04-24,-0.033695852242793256,-0.09797871714100204,-0.10885617092082855
2020-04-27,-0.020648253459948696,-0.0822199538841707,-0.09225097132569027
2020-04-28,-0.01745427060279625,-0.07810893457667933,-0.08517842212966198
2020-04-29,-0.008460156210563285,-0.07262763313544496,-0.07595329405145068
2020-04-30,0.0,-0.059266906839229305,-0.0605781837399062
2020-05-04,-0.02032520070917343,-0.07194240561544196,-0.07687586101414601
2020-05-05,-0.01621705759951686,-0.06372045345359068,-0.07318590261978863
2020-05-06,-0.018340732655372283,-0.06406315366672355,-0.07503088181696727
2020-05-07,-0.01096183882391022,-0.061322416492974874,-0.06888082221952829
2020-05-08,-0.0051049400514465715,-0.05789653825235486,-0.06611327605965434
2020-05-11,0.0,-0.0524152368111207,-0.05811815990093061
2020-05-12,-0.0005255466808666842,-0.05618364235861062,-0.06396077454157711
2020-05-13,0.0,-0.04933205878363367,-0.06150067333849574
2020-05-14,-0.008493314885618775,-0.05858167931922653,-0.06826577757773145
2020-05-15,-0.007867898649769556,-0.06029457521297088,-0.06580575373875586
2020-05-18,-0.012963347866314257,-0.06646119062733946,-0.06334588462799184
2020-05-19,-0.0017400843729324933,-0.06029457521297088,-0.05565813606195502
2020-05-20,-0.000785698669670043,-0.05858167931922664,-0.05596565838285361
2020-05-21,0.0,-0.05344307809112525,-0.05227554526028444
2020-05-22,-0.012270515122218106,-0.05960943414609943,-0.062115640616186796
2020-05-25,-0.005312769514599247,-0.05789653825235519,-0.05811815990093083
2020-05-26,0.0,-0.04693376246362402,-0.048278064545028476
2020-05-27,0.0,-0.045906180543013986,-0.04889303182271931
2020-05-28,-0.00639864915493682,-0.04419328464926975,-0.052583144945288596
2020-05-29,-0.006867050494097304,-0.04556348032988111,-0.05227554526028422
2020-06-01,0.0,-0.039054510514905605,-0.04458802878656487
2020-06-02,0.0,-0.034943491207414135,-0.040898070392207275
2020-06-03,0.0,-0.02432350208494727,-0.02890531879001601
2020-06-04,0.0,-0.017814359363708787,-0.027982906555532483
2020-06-05,0.0,-0.013360812749347417,-0.023677903519378152
2020-06-08,0.0,-0.010620075575598853,-0.020910202631292396
2020-06-09,0.0,-0.01199044416247308,-0.023370303834373773
2020-06-10,-0.0003179449269172796,-0.011305303095601849,-0.018142733835524005
2020-06-11,-0.01533854885073116,-0.026036311525560185,-0.031672942313995645
2020-06-12,-0.023487142309254416,-0.030832385446791455,-0.042742972225279785
2020-06-15,-0.02944255897149739,-0.03631377334115715,-0.04428058382977185
2020-06-16,-0.016702459213121856,-0.025351170458688732,-0.03751540222643013
2020-06-17,-0.010980285977144288,-0.02500855669868729,-0.0365929899919466
2020-06-18,-0.006514519475778302,-0.021925378671200146,-0.030750375351300208
2020-06-19,-0.008270417418932086,-0.021582851364330247,-0.031365497357202954
2020-06-22,-0.008270417418931864,-0.02432350208494738,-0.035977945350149754
2020-06-23,-0.012527739902851387,-0.022267819524938837,-0.0332103991902758
2020-06-24,-0.015195674469996256,-0.022267819524938837,-0.03290287686937721
2020-06-29,-0.024325143686158235,-0.023295660804943275,-0.03966798110861314
2020-06-30,-0.019363702402821592,-0.02158285136433058,-0.03474801079476797
2020-07-01,-0.007814573162483684,-0.01370325360308644,-0.026445294951040088
2020-07-02,0.0,-0.0034258782406207944,-0.014145175756162143
2020-07-03,0.0,0.0,-0.01014777240501219
2020-07-06,0.0,0.0,0.0
2020-07-07,-0.008225619789338001,-0.013409168374212688,-0.007038076253511938
2020-07-08,0.0,-0.0036874705439304822,-0.002753996366446465
2020-07-09,0.0,-0.003017029044879327,0.0
2020-07-10,-0.00770846517409618,-0.01039213932933336,-0.011926659996633227
2020-07-13,0.0,-0.006034058089758654,-0.001529070810581512
2020-07-14,-0.0007028916769832305,-0.008380730233883082,-0.0027522351331447092
2020-07-15,0.0,-0.010056876280659655,0.0
2020-07-16,-0.0028531170025956065,-0.00670458418710651,0.0
2020-07-17,-0.0014825847861634767,-0.008045551783505633,-0.009477049756684064
2020-07-20,0.0,-0.009386434781608388,-0.001222867459980681
2020-07-21,0.0,0.0,0.0
2020-07-22,0.0,0.0,-0.001219960487091054
2020-07-23,0.0,0.0,-0.00030506684884745727
2020-07-24,-0.012344072787331961,-0.01060650924694484,-0.008844099714813147
2020-07-27,-0.01790904675416316,-0.010937910382842753,-0.01860324652201928
2020-07-28,-0.025797692785671567,-0.023533328314638724,-0.028667383450998063
2020-07-29,-0.02192442973164188,-0.01822990640134514,-0.024397751927403344
2020-07-30,-0.009924562498046852,-0.005966140540178966,-0.017688429610850154
2020-07-31,-0.0034663812678258354,0.0,-0.01738343948907739
2020-08-03,-0.014723976401126881,-0.007605833545230034,-0.021043167496201276
2020-08-04,-0.00032677172034156765,-0.0023148551882372637,-0.015553575485515392
2020-08-05,0.0,0.0,-0.00792943625779341
2020-08-06,0.0,0.0,-0.004269631523594941
2020-08-07,-0.0022398553948543842,-0.0016287280869942133,-0.007319379287173411
2020-08-10,-0.004749616767143916,-0.0032574561739883157,-0.00030506684884745727
2020-08-11,-0.011791301891850181,-0.01140076780546928,-0.0030498244906530525
2020-08-12,-0.016157776686733016,-0.015635345750432794,-0.004574698372442176
2020-08-13,-0.006340356282576676,-0.012377807375571925,0.0
2020-08-14,0.0,-0.0022802522021407867,0.0
2020-08-17,0.0,0.0,0.0
2020-08-18,-0.0011055126902619339,-0.001937995079859589,-0.0012004800107884295
2020-08-19,-0.004029402159386519,-0.006137011589742003,-0.0006003532653486854
2020-08-20,-0.03283104101088796,-0.037790659525580805,-0.026410484730708172
2020-08-21,-0.01623511663418553,-0.02745479444707688,-0.011104383469815238
2020-08-24,-0.014318552376575311,-0.02648587841770733,-0.008103221196162247
2020-08-25,-0.005971172210764486,-0.016795903018409608,-0.0009001901181594496
2020-08-26,-0.009242159176803932,-0.017118847858012654,0.0
2020-08-27,-0.010326014447352816,-0.02034886682796533,-0.0032866558644902844
2020-08-28,-0.014463351893767795,-0.023255777937194466,-0.004182886718765211
2020-08-31,-0.02045263742080894,-0.02583982571738075,0.0
2020-09-01,-0.019586917619656252,-0.029069681666212932,-0.001788262840667576
2020-09-02,-0.015276882424034466,-0.02648587841770733,-0.005365088478029079
2020-09-03,-0.013722648246552005,-0.0229328330975912,-0.0029805130567857052
2020-09-04,-0.018620446060338303,-0.028100765636843383,-0.003874756960629444
2020-09-07,-0.022689732960668674,-0.03229978214672591,-0.004172838261910616
2020-09-08,-0.023017292555821856,-0.03197683730712286,0.0
2020-09-09,-0.023411108832156025,-0.03585266444572155,-0.0023843504542233607
2020-09-10,-0.020897016241525512,-0.03585266444572155,-0.0014902565283927416
2020-09-11,-0.026703132521889272,-0.039082683415674224,-0.009835933052214418
2020-09-14,-0.015832614723657046,-0.031653729446399326,-0.0050669321877413465
2020-09-15,-0.015057797013645735,-0.027777739286680148,-0.0014902565283929636
2020-09-16,-0.01386480879284524,-0.022932833097591532,-0.0005959376355425539
2020-09-17,-0.016545932485770964,-0.023578804287358035,-0.0014902565283927416
2020-09-18,-0.013260874562672664,-0.024547720316727584,-0.0005959376355423318
2020-09-21,-0.023004528352579046,-0.030038760716703083,-0.006259182403859365
2020-09-22,-0.030412068000737147,-0.03746771468597798,-0.016393421724374968
2020-09-22,-0.03041206800073748,-0.03746771468597798,-0.016393421724374968
2020-09-23,-0.035313092986758554,-0.04069765214537058,-0.02295076041852251
2020-09-24,-0.05425847817659912,-0.06136954532349903,-0.04292093279125264
2020-09-25,-0.05113578931927809,-0.06653747786275088,-0.04262300146798448
2020-09-28,-0.03809040315245393,-0.051033598734434804,-0.029508024123663157
2020-09-29,-0.03822438894237945,-0.05038754603410811,-0.023844929333359466
2020-09-30,-0.03435977001325996,-0.04780357976448202,-0.025633342152040273
2020-10-05,-0.03908626604499077,-0.04877265881497206,-0.022652604128234777
2020-10-06,-0.030923521267293252,-0.04134362333513697,-0.01609541541210069
2020-10-07,-0.034924393616299176,-0.04231262087506693,-0.014604933916687934
2020-10-08,-0.030488547666410626,-0.03875973857607129,-0.013412758689576365
2020-10-12,-0.031019433360670257,-0.03940570976583779,-0.013710765001850977
2020-10-13,-0.030678442358138658,-0.04037478881632783,-0.008941839126384243
2020-10-14,-0.031137034071384684,-0.03940570976583779,-0.003874756960629777
2020-10-15,-0.03524657505799611,-0.041020596984973734,-0.006855419995428935
2020-10-16,-0.03605091554811035,-0.04521961349485615,-0.007451657586997951
2020-10-19,-0.03158401026196067,-0.04263572873579047,-0.004470769585179224
2020-10-20,-0.03210608102282153,-0.04263572873579047,0.0
2020-10-21,-0.03297363266333664,-0.0442506974654866,0.0
2020-10-22,-0.029467152959410492,-0.0442506974654866,0.0
2020-10-23,-0.030720386749846007,-0.0429586735753934,0.0
2020-10-26,-0.031474919058945394,-0.04102059698497362,0.0
2020-10-27,-0.031580201497196536,-0.04102059698497362,0.0
2020-10-28,-0.02620362953243871,-0.03760669019115803,0.0
2020-10-29,-0.03293854319211664,-0.044775951515562795,-0.005518278099645335
2020-10-30,-0.038784280116702985,-0.050921195671887354,-0.002904260746714793
2020-11-02,-0.03651141027137961,-0.05365228850271575,-0.01248908847060004
2020-11-03,-0.029932292812119732,-0.04375177132636221,-0.0031947964299184894
2020-11-04,-0.028344826773763487,-0.0423862249109479,-0.002323408597371679
2020-11-05,-0.02481502737334096,-0.039996498306333006,0.0
2020-11-06,-0.023260477878903285,-0.03760669019115803,0.0
2020-11-09,-0.019571005026188137,-0.030437347356192967,0.0
2020-11-10,-0.01801050845760599,-0.03419262037622206,-0.007401187398394349
2020-11-11,-0.004819255310428039,-0.0270234405623776,-0.002846748261514098
2020-11-12,-0.012000278809567777,-0.030437347356192967,-0.006262559710097149
2020-11-13,-0.008780267846258627,-0.02599926037317679,-0.003700701123659833
2020-11-16,0.0,-0.016781638670370636,0.0
2020-11-17,0.0,-0.016440109423036642,0.0
2020-11-18,0.0,-0.013367650365994743,0.0
2020-11-19,-0.0030438929928341407,-0.014733196781408942,-0.0019746649016939566
2020-11-20,-0.004227150484625408,-0.014050464328981938,-0.0013819247759411235
2020-11-23,0.0,-0.005174208852389284,0.0
2020-11-24,-0.002454950784154919,-0.00619838904158998,-0.0008874437546746439
2020-11-25,-0.0025728879253408277,-0.009612295835405571,-0.0014791437612837743
2020-11-26,0.0,-0.004832761115615591,-0.0014791437612837743
2020-11-27,0.0,0.0,0.0
2020-11-30,-0.0037896163284631967,0.0,-0.0035253683199368835
2020-12-01,-5.776378077060329e-05,0.0,-0.0038191841923684855
2020-12-02,0.0,0.0,-0.0032314820892983542
2020-12-03,-0.0010178918095130607,0.0,-0.004994236607473557
2020-12-04,0.0,0.0,-0.0017628248763825738
2020-12-07,0.0,0.0,0.0
2020-12-08,-0.0051238997637447214,0.0,0.0
2020-12-09,-0.0042635208696933935,0.0,0.0
2020-12-10,-0.008523573476882484,-0.006635610810327819,-0.0014607152810044433
2020-12-11,-0.01220751589587099,-0.010948924190724907,-0.0008764151750665361
2020-12-14,-0.01137220299314834,-0.010617088198980551,-0.0020448754515801637
2020-12-15,-0.02130327228689488,-0.020902340406216635,-0.009348521824284028
2020-12-16,-0.00598346929307525,-0.011280601750389363,-0.0008764151750665361
2020-12-17,-0.011029401504930703,-0.015925751122530918,-0.005258561018080088
2020-12-18,-0.015437443590219813,-0.017584614217092898,-0.004674190944460754
2020-12-21,-0.015437443590219924,-0.01791629177675713,0.0
2020-12-22,-0.023539379485852274,-0.023556632259971844,-0.004951978394969303
2020-12-23,-0.022375951705307484,-0.02388854746775615,-0.008156302303274687
2020-12-24,-0.020445066717074578,-0.021897769165409864,-0.004369519917896136
2020-12-25,-0.01406669213495959,-0.020902340406216635,0.0
2020-12-28,-0.007872859097986407,-0.012939464844951232,0.0
2020-12-29,-0.009000904459124381,-0.01559383591474639,-0.0005753632130959252
2020-12-30,-0.004201508050618474,-0.011944273733877964,0.0
2020-12-31,-0.006232992018958328,-0.006303854034623302,0.0
2021-01-04,-0.0014354704984277378,-0.006635610810327819,0.0
2021-01-05,0.0,-0.003981398172612671,0.0
2021-01-06,-0.006975383526406587,-0.004644990940061433,-0.0090908379586081
2021-01-07,0.0,0.0,-0.002272726499550015
2021-01-08,0.0,0.0,0.0
2021-01-11,0.0,0.0,0.0
2021-01-12,-0.010463286931170823,-0.008494012742033097,-0.009314044227548335
2021-01-13,0.0,0.0,-0.0036692140033914855
2021-01-14,0.0,0.0,0.0
2021-01-15,-0.0018308320496456254,-0.0042043495497203764,-0.011267533798249962
2021-01-18,-0.007225079584634475,-0.010025792257504329,-0.015492842106442084
2021-01-19,-0.005767161475511373,-0.005821519925487961,-0.010422404672005059
2021-01-20,-0.02547093235650455,-0.021668832108480363,-0.029577495480377358
2021-01-21,-0.020227329123334914,-0.020051738950416897,-0.02394366111664581
2021-01-22,-0.013283382653249465,-0.012613125866865249,-0.014084653373935274
2021-01-25,-0.0029511094154854867,-0.002910721353892032,-0.008450751545597157
2021-01-26,-0.008547684253813026,-0.007761846392674632,-0.014084653373935274
2021-01-27,-0.0005802024711806242,0.0,-0.009014081010284891
