,T0056 MVP,T0056,T00713
2018-05-18,-0.05070011282661391,-0.022387796175486918,-0.010862637211521253
2018-05-21,-0.04324674880843127,-0.016791086448152304,-0.00575080793551086
2018-05-22,-0.046271245129520966,-0.014925374721833307,-0.0063897865950121036
2018-05-23,-0.04847613326635403,-0.014925374721833307,-0.010862637211521031
2018-05-24,-0.04579772962353057,-0.014552040923339615,-0.009584768899157159
2018-05-25,-0.046645120756788505,-0.01753722223061205,-0.009584768899157159
2018-05-29,-0.043250344061514956,-0.016044631576975776,-0.005750807935510638
2018-05-30,-0.05505442320180565,-0.029477522008079404,-0.017571779626326167
2018-05-31,-0.049369136673017344,-0.022761023611074793,-0.015655110667738503
2018-06-01,-0.0430727309933846,-0.014925374721833085,-0.01086263721152081
2018-06-04,-0.027360895252213968,-0.0067162856711923125,-0.003194893297505552
2018-06-05,-0.026718699224468456,-0.007089406743874815,0.0
2018-06-06,-0.022423183340924413,-0.0003730147097756875,0.0
2018-06-07,-0.01748859768812583,-0.0003730147097756875,-0.0019079702647543106
2018-06-08,-0.023334022257392673,-0.004850573944873315,-0.004769527042349453
2018-06-11,-0.02952093436645442,-0.004104225436602493,-0.003815674783151035
2018-06-12,-0.030831900036635385,-0.007462527816557651,-0.006359576081410689
2018-06-13,-0.03142527815250118,-0.00895501210728833,-0.005723467883667177
2018-06-14,-0.037577753896259614,-0.015298389431610215,-0.01430858112704847
2018-06-15,-0.03425174613064674,-0.017910236940388846,-0.019396029395090775
2018-06-19,-0.034251746130646854,-0.022387796175486474,-0.02352953682181569
2018-06-20,-0.03223719122547486,-0.02611932599102973,-0.024483566245252497
2018-06-21,-0.0324582652041665,-0.025372977482758685,-0.02066780287998249
2018-06-22,-0.036743221110721036,-0.029850536717856313,-0.02702711321503548
2018-06-25,-0.04179166026388448,-0.03805951940559171,-0.02702711321503548
2018-06-26,-0.04689086106127549,-0.04291030607627744,-0.028298975282046057
2018-06-27,-0.04656662118797661,-0.04328342714895994,-0.0267091034072231
2018-06-28,-0.05203188629615796,-0.05223875834496616,-0.03465828561709905
2018-06-29,-0.03855799611965438,-0.0425371850035946,-0.02702711321503526
2018-07-02,-0.04330437170829382,-0.04440289672991338,-0.02225749759056672
2018-07-03,-0.045974531663343865,-0.0485072285294228,-0.027663132830659687
2018-07-05,-0.04874023108414194,-0.055596954362015505,-0.028298975282045724
2018-07-06,-0.05342841349023375,-0.055969969071792636,-0.03593014768410918
2018-07-09,-0.04194352850525351,-0.04477601780259577,-0.027980965474233233
2018-07-10,-0.03657123726718203,-0.043656654584547594,-0.022257497590566278
2018-07-11,-0.04456834151747735,-0.04813421381964522,-0.025437329922331164
2018-07-12,-0.03514678528951365,-0.044402896729913044,-0.020667802879981934
2018-07-13,-0.024811090102357602,-0.03768639833290832,-0.013036630477918143
2018-07-16,-0.025327518432436413,-0.03246249058953987,-0.012718709252225069
2018-07-17,-0.023003115547596154,-0.030970112661714566,-0.013990571319235645
2018-07-18,-0.012602241912517909,-0.02201488782861405,-0.006677408724984235
2018-07-19,-0.01608258118743844,-0.024999856410075516,-0.010811004733828233
2018-07-20,-0.016886416297645868,-0.024626735337392902,-0.0060414776914787804
2018-07-23,-0.008941835493941452,-0.021268539320343227,-0.004769527042348898
2018-07-24,0.0,-0.014179026213561485,0.0
2018-07-25,-0.004148108735088973,-0.012313420850147971,0.0
2018-07-26,0.0,-0.00783575525214486,0.0
2018-07-27,0.0,0.0,0.0
2018-07-30,0.0,0.0,0.0
2018-07-31,0.0,0.0,0.0
2018-08-01,0.0,0.0,0.0
2018-08-02,-0.01077958658740652,-0.010264085283369195,-0.0081098937175349
2018-08-03,-0.007069971146648979,-0.0036657671350737164,-0.0024953251756466566
2018-08-06,-0.0034738846766240172,0.0,-0.0018715807784190908
2018-08-07,-0.002020525665443307,0.0,-2.220446049250313e-16
2018-08-08,0.0,0.0,0.0
2018-08-09,-0.00526007960666075,-0.0036232654915203666,-0.00496278687547147
2018-08-10,-0.0007708058532507334,-0.0025362445321037708,-0.0012406967188678397
2018-08-13,-0.011189782043654617,-0.015217467192622847,-0.018920668168499022
2018-08-14,-0.00456961751777718,-0.00797124604928523,-0.013337532933593521
2018-08-15,-0.01583726139799757,-0.018116017617898383,-0.022022496377196443
2018-08-16,-0.018388009022575313,-0.01847832351107004,-0.02822589356000782
2018-08-17,-0.015037175456652396,-0.017391302551653443,-0.01954101652793283
2018-08-20,-0.014502294568482732,-0.014855264579351823,-0.023263193096064505
2018-08-21,-0.007424264349176313,-0.013405834446862386,-0.017059709501725195
2018-08-22,-0.006642680084473662,-0.011231999087831457,-0.016749319293188236
2018-08-23,-0.0011047313879861687,-0.01086969319465969,-0.013647750319074614
2018-08-24,-0.00522241571573967,-0.014492752126378017,-0.016749319293188458
2018-08-27,0.0,-0.009058060448899563,-0.016749319293188458
2018-08-28,0.0,-0.0014494301324892156,0.0
2018-08-29,0.0,0.0,0.0
2018-08-30,-0.0036760789227002766,0.0,-0.0030865105148235594
2018-08-31,0.0,0.0,0.0
2018-09-04,-0.008619323499440945,-0.0053995804453550456,-0.00709452666204935
2018-09-05,-0.01719018389124849,-0.008999266538690542,-0.011412683872498053
2018-09-06,-0.020376223117917758,-0.01187913854620326,-0.011721007051561094
2018-09-07,-0.028140453274336896,-0.021238466043860704,-0.019432437867036412
2018-09-10,-0.04957443539778872,-0.03995681320706468,-0.029302990253619376
2018-09-11,-0.04738620755883327,-0.03599706615476228,-0.02991972254351183
2018-09-12,-0.049523387816953424,-0.03743700215851864,-0.03454654666009027
2018-09-13,-0.0413969381063054,-0.030957546668374136,-0.02991972254351183
2018-09-14,-0.029996492695854693,-0.013678930287519209,-0.02190022634427391
2018-09-17,-0.029258155965114607,-0.011519282808643672,-0.020666418037421974
2018-09-18,-0.029258155965114496,-0.013678930287519209,-0.020666418037421974
2018-09-19,-0.023349653436989692,-0.013318869328552307,-0.017273230364162062
2018-09-20,-0.03203804399046972,-0.013678930287519209,-0.01758181133852521
2018-09-21,-0.022407123598293777,-0.013318869328552307,-0.013571805443606144
2018-09-25,-0.0203940588343704,-0.010439305153150502,-0.0080196680627721
2018-09-26,-0.027693431356769604,-0.013678930287519209,-0.013880472349735995
2018-09-27,-0.023270282663426123,-0.016198638725361536,-0.01295498722194699
2018-09-28,-0.021027494343359043,-0.017998533077380974,-0.009870466454816929
2018-10-01,-0.02196835858826318,-0.016558802295031705,-0.009870466454816929
2018-10-02,-0.03241948452335519,-0.02087830247418987,-0.020049342020462824
2018-10-03,-0.04157417458358548,-0.029157754927057855,-0.022825539608530065
2018-10-04,-0.049689811138725726,-0.03599706615476217,-0.03146219775649417
2018-10-05,-0.06250129910592206,-0.04859612139749181,-0.045033917268332835
2018-10-08,-0.06472887690604834,-0.03887693816227478,-0.04750153388203693
2018-10-09,-0.06537367214878587,-0.051835746531860516,-0.048735428120655566
2018-10-11,-0.12272263166155117,-0.10331194515827269,-0.10117228116186683
2018-10-12,-0.10431552950854661,-0.09071299252624654,-0.08852561711898344
2018-10-15,-0.10976522719136728,-0.09359265931235194,-0.09623687607092524
2018-10-16,-0.10574065511305664,-0.08603332877741776,-0.09130172877528386
2018-10-17,-0.10259326054427975,-0.08171352076614846,-0.09006800640019874
2018-10-18,-0.10485074013495632,-0.08063354311065529,-0.09469465865324367
2018-10-19,-0.10287219581027429,-0.0802736873730957,-0.10302290769037825
2018-10-22,-0.10223959112263792,-0.07091435987543826,-0.09562014378103278
2018-10-23,-0.10550552416007475,-0.07968665153774401,-0.10549052430408234
2018-10-24,-0.10427782353726822,-0.08006774769095071,-0.10487344828712286
2018-10-25,-0.12267394839444301,-0.10028195369137838,-0.1255397803927777
2018-10-26,-0.12355601156281915,-0.10638441745646066,-0.1323258120122307
2018-10-29,-0.1266103731859205,-0.10981695071361575,-0.12646517958880021
2018-10-30,-0.12340358786814332,-0.10676571883107466,-0.12708199781045937
2018-10-31,-0.10108508051748422,-0.09303538058104677,-0.12708199781045937
2018-11-01,-0.09355071378258673,-0.08159367146433205,-0.12708199781045937
2018-11-02,-0.08812279530041878,-0.07777963161115564,-0.12708199781045937
2018-11-05,-0.08802909946755932,-0.07777963161115564,-0.12708199781045937
2018-11-06,-0.0946640924717248,-0.08159367146433205,-0.12708199781045937
2018-11-07,-0.08577275832595244,-0.07663541965520271,-0.08914252127240974
2018-11-08,-0.08328683744513765,-0.07053295589012054,-0.08914252127240974
2018-11-09,-0.08842903068494579,-0.07663541965520271,-0.08914252127240974
2018-11-12,-0.09053597251731327,-0.07777963161115564,-0.08914252127240974
2018-11-13,-0.09733233023720245,-0.08006774769095071,-0.08945093038323926
2018-11-14,-0.10224378426889968,-0.07892374095640498,-0.0863663236843425
2018-11-15,-0.0988308957247579,-0.0762540156698851,-0.08698339970130198
2018-11-16,-0.09431310162690887,-0.07358418777266185,-0.08698339970130198
2018-11-19,-0.08838631703676103,-0.06938884654487121,-0.08081435816704197
2018-11-20,-0.10056414403575342,-0.07816083037506616,-0.08389879300240533
2018-11-21,-0.10023356344363821,-0.0793051449417227,-0.07803824651074165
2018-11-23,-0.1083289678586139,-0.08693301942666831,-0.0904004764057158
2018-11-26,-0.10095350046212892,-0.08044925428697214,-0.0904004764057158
2018-11-27,-0.0987031162527574,-0.08083076088299346,-0.0904004764057158
2018-11-28,-0.08846712928095479,-0.07434709835400077,-0.0838940667552347
2018-11-29,-0.09080009893882135,-0.07015155190480316,-0.08194212667373713
2018-11-30,-0.08510740067352573,-0.06710042263296567,-0.08194212667373713
2018-12-03,-0.06415056548715559,-0.0507002564857143,-0.06274814945940432
2018-12-04,-0.06754561500540268,-0.05337008438293789,-0.06795338029790932
2018-12-06,-0.09866910635746406,-0.07739812501513466,-0.09267775415609092
2018-12-07,-0.09336511837516837,-0.07396548914727585,-0.08747252331758582
2018-12-10,-0.10163011885982787,-0.08197497283894628,-0.08747252331758582
2018-12-11,-0.09954882090658101,-0.07777963161115586,-0.09625629665020874
2018-12-12,-0.09333140751689195,-0.07244007842741251,-0.09105115174347045
2018-12-13,-0.08837862142901298,-0.06977025053018915,-0.08519533149897729
2018-12-14,-0.09726212495575726,-0.07282127719132325,-0.09137648941234788
2018-12-17,-0.09950877705725725,-0.07282127719132325,-0.08877387399309544
2018-12-18,-0.10465850691338963,-0.08350058878021716,-0.09658172025085288
2018-12-19,-0.09271653271437585,-0.07930514494172314,-0.09658172025085288
2018-12-20,-0.09618816431967991,-0.07968665153774435,-0.09950950147544924
2018-12-21,-0.09950413033563621,-0.07930514494172314,-0.09950950147544924
2018-12-24,-0.09950413033563654,-0.07777963161115609,-0.10081085215095886
2018-12-25,-0.10595162377888367,-0.0857889100814192,-0.109919705357159
2018-12-26,-0.10851207978701727,-0.09532400971436017,-0.11089580429555801
2018-12-27,-0.10234662387447457,-0.08807753921473227,-0.10341338163844471
2018-12-28,-0.09624354119046807,-0.08693301942666853,-0.10048534261854802
2019-01-02,-0.10105937232749629,-0.09112846326516255,-0.10699183820079594
2019-01-03,-0.10449049687728085,-0.10028195369137871,-0.10926920188293765
2019-01-04,-0.1103985513662813,-0.10752862941241392,-0.11902873042689255
2019-01-07,-0.09249092978170936,-0.09494250311833896,-0.10308812990133387
2019-01-08,-0.09489329172997718,-0.09265397659572938,-0.10503989811929815
2019-01-09,-0.08313039579284465,-0.08273767819887812,-0.09137648941234788
2019-01-10,-0.08095518325774342,-0.08426329414014866,-0.0894245493308502
2019-01-11,-0.08033242634427817,-0.08311908218419573,-0.09072572814282631
2019-01-14,-0.0827800751004093,-0.08502620472148747,-0.0926777541560907
2019-01-15,-0.07589081044353962,-0.07968665153774412,-0.0884484503924513
2019-01-16,-0.07462000601942975,-0.0751099063246361,-0.09105115174347056
2019-01-17,-0.07020917092773593,-0.07472829711791129,-0.0842192325605785
2019-01-18,-0.06492397860659016,-0.06977025053018915,-0.07673698176699872
2019-01-21,-0.061248926646008894,-0.06519340270637752,-0.07088116152250579
2019-01-22,-0.06283751798143655,-0.06557480669169513,-0.07283301567223666
2019-01-23,-0.05772536255369565,-0.0678633332143046,-0.07511037935437848
2019-01-24,-0.058600804609442614,-0.06366778676510698,-0.07511037935437848
2019-01-25,-0.04924537453442146,-0.050318955111100294,-0.06892922144100799
2019-01-28,-0.04701694293704184,-0.04612351127260639,-0.06535076487865688
2019-01-29,-0.04874894457760848,-0.05070025648571452,-0.06795338029790932
2019-01-30,-0.05229485251956634,-0.04955604452976148,-0.05982028230304104
2019-02-11,-0.05590675368743159,-0.046886216632538,-0.05819367989042079
2019-02-12,-0.050220980930094195,-0.03658861686107251,-0.05526589866582443
2019-02-13,-0.05224086669507966,-0.030486255706693943,-0.0572176668837886
2019-02-14,-0.050070795923366274,-0.030104851721376336,-0.05494038913341348
2019-02-15,-0.05095603799167647,-0.03163046766264688,-0.0529885349836825
2019-02-18,-0.04812898437881352,-0.026672113242813822,-0.05168735617170639
2019-02-19,-0.048255082061691046,-0.026672113242813822,-0.04843397948293238
2019-02-20,-0.037735419283118965,-0.0182814307872331,-0.045831449995446416
2019-02-21,-0.036934135576128235,-0.01446749354476029,-0.04160223216357373
2019-02-22,-0.037337936705715724,-0.012179172243558023,-0.039650292082076155
2019-02-25,-0.03027138963225784,-0.00340698319195587,-0.03444506124357116
2019-02-26,-0.0297013092333428,-0.0015000658760710994,-0.027613399855979326
2019-02-27,-0.030940434296306885,-0.009890748331652044,-0.031191942350097257
2019-03-04,-0.028068578755101714,-0.003788387177273367,-0.03054135294410909
2019-03-05,-0.03178395946033419,-0.008365132390381502,-0.03054135294410909
2019-03-06,-0.025982607591630624,-0.005313900507840419,-0.03054135294410909
2019-03-07,-0.03241416754659243,-0.009127940361016718,-0.033794471837582996
2019-03-08,-0.03354711516038189,-0.01446749354476018,-0.03737284246816741
2019-03-11,-0.032236045062314145,-0.012560576228875409,-0.03151728001897469
2019-03-12,-0.028671847031328634,-0.007983933626470874,-0.025336293969137946
2019-03-13,-0.025282357352177542,-0.009127940361016607,-0.02858941286261174
2019-03-14,-0.031055479561915456,-0.011797665647536593,-0.026962638586458088
2019-03-15,-0.025949992477294237,-0.011797665647536593,-0.022083003212130747
2019-03-18,-0.013487663190836607,-0.003406983191955648,-0.016877772373625755
2019-03-19,-0.01376674907446418,0.0,-0.012323302804642222
2019-03-20,-0.013811317070804519,-0.0007628909328644129,-0.011347375729776621
2019-03-21,-0.012154644609100096,0.0,-0.007768661372125174
2019-03-22,-0.011314019599822145,0.0,-0.008419508573413559
2019-03-25,-0.011314019599822367,-0.010238863627645145,-0.018829712455123326
2019-03-26,-0.0070602251469388255,-0.00455059472068553,-0.01069661446025516
2019-03-27,-0.005116642981605968,-0.0034129205344120006,-0.013299143947740899
2019-03-28,-0.009992059949135101,-0.004929819449443595,-0.009070183911168317
2019-03-29,0.0,0.0,-0.002238178796509671
2019-04-01,0.0,0.0,0.0
2019-04-02,0.0,0.0,0.0
2019-04-03,0.0,0.0,0.0
2019-04-08,0.0,0.0,0.0
2019-04-09,0.0,0.0,0.0
2019-04-10,-0.0015182572566242447,-0.0018506094385661864,0.0
2019-04-11,-0.011561207240307958,-0.004811226087997333,-0.0038462577193321135
2019-04-12,-0.011766110975720556,-0.009622551746070962,-0.00801278998582855
2019-04-15,-0.007634672523215591,-0.001110305921094179,-0.0025640589308553174
2019-04-16,0.0,0.0,-0.0032051159943313756
2019-04-17,0.0,0.0,0.0
2019-04-18,-0.010412589243217418,-0.010932918951507276,-0.006399892212341718
2019-04-19,-0.006875880622517316,-0.0032798364670323377,-0.005759860728067112
2019-04-22,-0.00427036519094115,-0.0010932134583108155,0.0
2019-04-23,-0.004353312533354914,-0.002915399298912158,-0.001597606805091023
2019-04-24,-0.002187119338001864,0.0,0.0
2019-04-25,0.0,0.0,0.0
2019-04-26,-0.0061191617320609515,-0.004701603381028985,-0.005413942226158319
2019-04-29,-0.007263473231649331,-0.010849883895111212,-0.0012737796884378927
2019-04-30,-0.005269442036401117,-0.010849883895111212,0.0
2019-05-02,-0.0038932149397787885,-0.009041732081583542,0.0
2019-05-03,-0.0002303675774553149,-0.0032551208507648477,0.0
2019-05-06,-0.021740443528159292,-0.02061485724182699,-0.015418592092853789
2019-05-07,-0.011852005983436387,-0.014104907444481452,-0.004405335774074537
2019-05-08,-0.01634284586859258,-0.01627482584266704,-0.006293241829927521
2019-05-09,-0.032672928864074025,-0.03291132096859695,-0.022970548781891753
2019-05-10,-0.036426355907619,-0.039782940049205906,-0.03020766052333912
2019-05-13,-0.05038970316277347,-0.0564195324765302,-0.039962368215820665
2019-05-14,-0.052156591864068624,-0.05714287104305682,-0.04657020564411929
2019-05-15,-0.047273652747711004,-0.053164703529949064,-0.03713034289922812
2019-05-16,-0.05415341908020832,-0.0625678129906122,-0.044367620873488445
2019-05-17,-0.05843369189262204,-0.0705244399210111,-0.052863447474046366
2019-05-20,-0.05272697466159082,-0.0705244399210111,-0.051290303249377445
2019-05-21,-0.04655724640052772,-0.0683545215228255,-0.046884884358896706
2019-05-22,-0.04836657160640179,-0.06726941637164119,-0.042479631701228815
2019-05-23,-0.05527654430592588,-0.07992764668306895,-0.05317820930523043
2019-05-24,-0.058665629136296915,-0.07992764668306895,-0.05601015150541644
2019-05-27,-0.054080488774343904,-0.07956597739980553,-0.05506611536108341
2019-05-28,-0.05621127539900739,-0.07775763098348898,-0.05475143664630577
2019-05-29,-0.05617350325036119,-0.08173609040078011,-0.06010064233190038
2019-05-30,-0.04983109107990913,-0.07486437401877677,-0.0553808771922677
2019-05-31,-0.03651675706131563,-0.06184457172548041,-0.04971690967548914
