Date,Adj Close
2017-09-27,1.0
2017-09-28,1.001163970567058
2017-09-29,1.001163970567058
2017-10-02,1.0147457308361667
2017-10-03,1.0182382162610037
2017-10-05,1.0201784349438099
2017-10-06,1.0248350056804378
2017-10-11,1.0248350056804378
2017-10-12,1.0240588723094224
2017-10-13,1.0197902535135697
2017-10-16,1.0236708056239148
2017-10-17,1.020954453570093
2017-10-18,1.021730701685841
2017-10-19,1.0225068350568565
2017-10-20,1.021730701685841
2017-10-23,1.0283273763605427
2017-10-24,1.0337601952129187
2017-10-25,1.0337601952129187
2017-10-26,1.0329840618419033
2017-10-27,1.0240588723094226
2017-10-30,1.0264742489297474
2017-10-31,1.0296943303594943
2017-11-01,1.030499379403114
2017-11-02,1.0333173952899812
2017-11-03,1.0341223295888684
2017-11-06,1.0304993794031139
2017-11-07,1.0304993794031139
2017-11-08,1.032512116756896
2017-11-09,1.0228512987439926
2017-11-10,1.018020889737541
2017-11-13,1.0063472196261225
2017-11-14,1.0119827924209266
2017-11-15,1.0075549079362847
2017-11-16,1.0079574324580947
2017-11-17,1.011580153154384
2017-11-20,1.0099699403224118
2017-11-21,1.0139953002852438
2017-11-22,1.013190480731089
2017-11-23,1.0143979395517861
2017-11-24,1.0168132014273783
2017-11-27,1.0143979395517861
2017-11-28,1.0103725795889542
2017-11-29,1.012385431687469
2017-11-30,1.0059445803595797
2017-12-01,1.0059445803595797
2017-12-04,1.0059445803595797
2017-12-05,1.0007117615760506
2017-12-06,0.990648189551872
2017-12-07,0.9854152560236102
2017-12-08,0.9950760740365138
2017-12-11,1.0023217449185577
2017-12-12,0.9982963849557258
2017-12-13,0.9995039585211556
2017-12-14,1.0031267939621775
2017-12-15,1.0007117615760506
2017-12-18,1.00433448227234
2017-12-19,1.0015166958749377
2017-12-20,1.0023217449185575
2017-12-21,1.0023217449185575
2017-12-22,1.0023217449185575
2017-12-25,1.0039318430057973
2017-12-26,1.0019193351414801
2017-12-27,1.0023217449185575
2017-12-28,1.0023217449185575
2017-12-29,1.006347219626122
2018-01-02,1.0115801531543838
2018-01-03,1.0188260535258926
2018-01-04,1.022851298743992
2018-01-05,1.0240587575646893
2018-01-08,1.029291920582416
2018-01-09,1.0264742489297465
2018-01-10,1.0212410859120198
2018-01-11,1.0228512987439922
2018-01-12,1.0280843470169865
2018-01-15,1.0325121167568958
2018-01-16,1.03855021407351
2018-01-17,1.0433808525694268
2018-01-18,1.0474062125322587
2018-01-19,1.0466010487439064
2018-01-22,1.0566645060233524
2018-01-23,1.0546518834143028
2018-01-24,1.0594821776760222
2018-01-25,1.064715340693749
2018-01-26,1.0683382908795036
2018-01-29,1.078804157936027
2018-01-30,1.063105127861777
2018-01-31,1.0647153406937493
2018-02-01,1.0635077671283195
2018-02-02,1.060287341464375
2018-02-05,1.046601048743907
2018-02-06,1.0059445803595806
2018-02-07,1.023656347787613
2018-02-08,1.0264742489297476
2018-02-09,1.0264742489297476
2018-02-12,1.0123854316874696
2018-02-21,1.0353299031542986
2018-02-22,1.0313045431914667
2018-02-23,1.0385502140735106
2018-02-26,1.0457961144450196
2018-02-27,1.0445884261348573
2018-03-01,1.0429782133028849
2018-03-02,1.0369401159862708
2018-03-05,1.0317070677132765
2018-03-06,1.0369401159862708
2018-03-07,1.0345249688554112
2018-03-08,1.0470036880104492
2018-03-09,1.0437832623465046
2018-03-12,1.0506264087067387
2018-03-13,1.053444195104141
2018-03-14,1.049821359663119
2018-03-15,1.0510290479732811
2018-03-16,1.0530416705823307
2018-03-19,1.054249358892493
2018-03-20,1.0518339822721683
2018-03-21,1.0534441951041404
2018-03-22,1.0522366215387107
2018-03-23,1.0393552631171301
2018-03-26,1.0466010487439066
2018-03-27,1.0498213596631185
2018-03-28,1.0437832623465044
2018-03-29,1.0425756887810746
2018-03-30,1.0449907211672016
2018-04-02,1.047406212532259
2018-04-03,1.043380852569427
2018-04-09,1.0445884261348568
2018-04-10,1.0445884261348568
2018-04-11,1.051029047973281
2018-04-12,1.0466010487439066
2018-04-13,1.0461985242220966
2018-04-16,1.0457961144450192
2018-04-17,1.0373426405080803
2018-04-18,1.0337198050670584
2018-04-19,1.0409654759491023
2018-04-20,1.0393552631171301
2018-04-23,1.0341223295888684
2018-04-24,1.0264742489297471
2018-04-25,1.0188260535258933
2018-04-26,1.0156053983724835
2018-04-27,1.0123854316874692
2018-04-30,1.0224488889669152
2018-05-02,1.0200335123465905
2018-05-03,1.0152031033401387
2018-05-04,1.0143979395517864
2018-05-07,1.0184231847698857
2018-05-08,1.0236563477876124
2018-05-09,1.0224488889669152
2018-05-10,1.0256690851413945
2018-05-11,1.0304993794031136
2018-05-14,1.0405630661720247
2018-05-15,1.0377452797746225
2018-05-16,1.043783262346504
2018-05-17,1.0490163106194983
2018-05-18,1.0546518834143026
2018-05-21,1.060689865986184
2018-05-22,1.0627027180846988
2018-05-23,1.0627027180846988
2018-05-24,1.0631051278617762
2018-05-25,1.059884931687297
2018-05-28,1.0622999640734239
2018-05-29,1.061495144519269
2018-05-30,1.0470036880104487
2018-05-31,1.0542493588924926
2018-06-01,1.0627027180846988
2018-06-04,1.0715584870539827
2018-06-05,1.0711560772769053
2018-06-06,1.0784016334142166
2018-06-07,1.0784016334142166
2018-06-08,1.0735709949182997
2018-06-11,1.074376158706652
2018-06-12,1.0707532085208975
2018-06-13,1.0691432251783903
2018-06-14,1.0622999640734239
2018-06-15,1.0594821776760217
2018-06-19,1.0546518834143026
2018-06-20,1.050626408706738
2018-06-21,1.0514315724950904
2018-06-22,1.0466010487439061
2018-06-25,1.0377452797746225
2018-06-26,1.0325121167568958
2018-06-27,1.0321095922350858
2018-06-28,1.0224488889669148
2018-06-29,1.0329147560234382
2018-07-02,1.030902018669656
2018-07-03,1.0264742489297467
2018-07-04,1.0276817077504439
2018-07-05,1.0188260535258928
2018-07-06,1.0184231847698852
2018-07-09,1.0304993794031136
2018-07-10,1.031707067713276
2018-07-11,1.0268766587068243
2018-07-12,1.0309020186696563
2018-07-13,1.0381476895517001
2018-07-16,1.0437832623465044
2018-07-17,1.0453933604337442
2018-07-18,1.0550541784466478
2018-07-19,1.0518339822721683
2018-07-20,1.0522366215387107
2018-07-23,1.0558595717244652
2018-07-24,1.063507767128319
2018-07-25,1.0655203897373686
2018-07-26,1.0703510282332853
2018-07-27,1.082427108121781
2018-07-30,1.0884650906936624
2018-07-31,1.0945031880102765
2018-08-01,1.0981262529407634
2018-08-02,1.0868549926064226
2018-08-03,1.0941006634884665
2018-08-06,1.1041641207679123
2018-08-07,1.1049692845562646
2018-08-08,1.1110073818728787
2018-08-09,1.1069817924205818
2018-08-10,1.1081895954754768
2018-08-13,1.0941006634884665
2018-08-14,1.1021513834141303
2018-08-15,1.0908803525692545
2018-08-16,1.0904778280474445
2018-08-17,1.091685516357607
2018-08-20,1.0945031880102765
2018-08-21,1.0961132860975162
2018-08-22,1.0985285479731084
2018-08-23,1.0989309577501858
2018-08-24,1.094905827276819
2018-08-27,1.1009439245934332
2018-08-28,1.109397169040907
2018-08-29,1.1114099063946892
2018-08-30,1.115032741835711
2018-08-31,1.118253052754923
2018-09-03,1.1122148406935763
2018-09-04,1.1122148406935763
2018-09-05,1.108189595475477
2018-09-06,1.104969284556265
2018-09-07,1.0945031880102767
2018-09-10,1.0735709949182999
2018-09-11,1.0779991088924068
2018-09-12,1.0763888960604344
2018-09-13,1.0836347964319435
2018-09-14,1.1029565472024832
2018-09-17,1.1053716943333427
2018-09-18,1.1029565472024832
2018-09-19,1.103359071724293
2018-09-20,1.102956547202483
2018-09-21,1.1033590717242927
2018-09-25,1.1065792678987723
2018-09-26,1.102956547202483
2018-09-27,1.1001386460603482
2018-09-28,1.0981262529407636
2018-10-01,1.0997361215385382
2018-10-02,1.094905827276819
2018-10-03,1.0856471895515278
2018-10-04,1.0779991088924066
2018-10-05,1.0639102916501286
2018-10-08,1.0747789127179272
2018-10-09,1.0602873414643743
2018-10-11,1.0027241546956354
2018-10-12,1.0168132014273783
2018-10-15,1.0135928905081664
2018-10-16,1.02204613495564
2018-10-17,1.0268766587068243
2018-10-18,1.0280843470169867
2018-10-19,1.028486756794064
2018-10-22,1.0389528533400527
2018-10-23,1.0291433261537555
2018-10-24,1.0287167052381085
2018-10-25,1.006112222413846
2018-10-26,0.9992883531686815
2018-10-29,0.9954497976304524
2018-10-30,0.998861846997767
2018-10-31,1.014215954405951
2018-11-01,1.0270109100439162
2018-11-02,1.0312757422635945
2018-11-05,1.0312757422635945
2018-11-06,1.0270109100439162
2018-11-07,1.0325552607763377
2018-11-08,1.0393793595109673
2018-11-09,1.0325552607763377
2018-11-12,1.0312757422635948
2018-11-13,1.0287167052381088
2018-11-14,1.0299963384955844
2018-11-15,1.0329817669472523
2018-11-16,1.0359674248883854
2018-11-19,1.040658763278978
2018-11-20,1.0308492360926809
2018-11-21,1.0295697175799379
2018-11-22,1.022745733590041
2018-11-23,1.0210399383958486
2018-11-26,1.0282903138119275
2018-11-27,1.0278639223857455
2018-11-28,1.0351142978018242
2018-11-29,1.0398058656818818
2018-11-30,1.043217800304464
2018-12-03,1.0615573361643158
2018-12-04,1.0585716782231829
2018-12-05,1.0491886572078
2018-12-06,1.0317023631792421
2018-12-07,1.0355409187174713
2018-12-10,1.0265842891282702
2018-12-11,1.0312757422635954
2018-12-12,1.0372467139116637
2018-12-13,1.0402323718527966
2018-12-14,1.0368204372302143
2018-12-17,1.0368204372302143
2018-12-18,1.0248783791893452
2018-12-19,1.0295697175799379
2018-12-20,1.0291433261537561
2018-12-21,1.0295697175799379
2018-12-24,1.0312757422635952
2018-12-25,1.022319342163859
2018-12-26,1.0116569173804655
2018-12-27,1.019760305138373
2018-12-28,1.0210399383958486
2019-01-02,1.0163483705157907
2019-01-03,1.0061122224138466
2019-01-04,0.9980089494006716
2019-01-07,1.0120833088066474
2019-01-08,1.0146423458321336
2019-01-09,1.0257312767864415
2019-01-10,1.0240252521027842
2019-01-11,1.0253048853602598
2019-01-14,1.023172354505688
2019-01-15,1.0291433261537564
2019-01-16,1.034261285459996
2019-01-17,1.0346877916309103
2019-01-18,1.0402323718527968
2019-01-21,1.0453503311590364
2019-01-22,1.0449237102433895
2019-01-23,1.0423649027073685
2019-01-24,1.0470562410979611
2019-01-25,1.0619838423352308
2019-01-28,1.0666752954705558
2019-01-29,1.0615573361643162
2019-01-30,1.0628368546770592
2019-02-11,1.0658222831287272
2019-02-12,1.077337834998682
2019-02-13,1.0841618189885789
2019-02-14,1.0845882104147608
2019-02-15,1.0828821857311035
2019-02-18,1.0884268806977226
2019-02-19,1.0884268806977226
2019-02-20,1.097809786968373
2019-02-21,1.1020748486775165
2019-02-22,1.1046336562135375
2019-02-25,1.114443183399835
2019-02-26,1.1165758289991392
2019-02-27,1.1071926932390237
2019-03-04,1.1140167919736532
2019-03-05,1.108898717922681
2019-03-06,1.1123107672899957
2019-03-07,1.1080457055808521
2019-03-08,1.1020748486775165
2019-03-11,1.1042071500426232
2019-03-12,1.109325338838328
2019-03-13,1.1080457055808524
2019-03-14,1.1050602771291844
2019-03-15,1.1050602771291844
2019-03-18,1.114443183399835
2019-03-19,1.1182817389380642
2019-03-20,1.1174287265962355
2019-03-21,1.1246792167570467
2019-03-22,1.1246792167570467
2019-03-25,1.1131637796318246
2019-03-26,1.1195612574508071
2019-03-27,1.1208406612188175
2019-03-28,1.1191347512798928
2019-03-29,1.1259587352697897
2019-04-01,1.1306500736603824
2019-04-02,1.1336356168567827
2019-04-03,1.1400332094204977
2019-04-08,1.1485631033493195
2019-04-09,1.1524017736322811
2019-04-10,1.1502692427777095
2019-04-11,1.1468573081551272
2019-04-12,1.141312613188508
2019-04-15,1.1511221403748053
2019-04-16,1.1622111860738458
2019-04-17,1.1703146885764857
2019-04-18,1.157519618193788
2019-04-19,1.166476247782989
2019-04-22,1.1690351700637425
2019-04-23,1.1669027539539032
2019-04-24,1.1758591540536394
2019-04-25,1.1792710886762217
2019-04-26,1.1737266231990677
2019-04-29,1.166476247782989
2019-04-30,1.166476247782989
2019-05-02,1.1686086638928281
2019-05-03,1.1754326478827253
2019-05-06,1.154960581168302
2019-05-07,1.16263769224476
2019-05-08,1.1600787699640065
2019-05-09,1.1404598303361442
2019-05-10,1.1323562130887717
2019-05-13,1.1127372734609096
2019-05-14,1.1118843758638135
2019-05-15,1.1165758289991388
2019-05-16,1.1054866685553657
2019-05-17,1.0961038770294478
2019-05-20,1.0961038770294478
2019-05-21,1.0986627993102014
2019-05-22,1.099942432567677
2019-05-23,1.085014716585675
2019-05-24,1.085014716585675
2019-05-27,1.0854412227565893
2019-05-28,1.0875737536111612
2019-05-29,1.0828821857311035
2019-05-30,1.0909856882337434
2019-05-31,1.1063397956419272
2019-06-03,1.1020748486775163
2019-06-04,1.0986627993102016
2019-06-05,1.1007952154200407
2019-06-06,1.095677256113801
2019-06-10,1.1084722117517662
2019-06-11,1.110604742606338
2019-06-12,1.113163779631824
2019-06-13,1.1093253388383273
2019-06-14,1.108472211751766
2019-06-17,1.1110311340325194
2019-06-18,1.1114577549481663
2019-06-19,1.1289441637214568
2019-06-20,1.1349152501142576
2019-06-21,1.1310766945760284
2019-06-24,1.134488743943343
2019-06-25,1.1289441637214566
2019-06-26,1.1272382537825316
2019-06-27,1.1349152501142572
2019-06-28,1.1340622377724285
2019-07-01,1.14941623043588
2019-07-02,1.1498426218620617
2019-07-03,1.142165625530336
2019-07-04,1.1485631033493187
2019-07-05,1.1511221403748049
2019-07-08,1.1498426218620619
2019-07-09,1.1460042958132979
2019-07-10,1.1494162304358801
2019-07-11,1.1562400996810445
2019-07-12,1.1583726305356161
2019-07-15,1.1605050466454554
2019-07-16,1.1626376922447597
2019-07-17,1.1575196181937877
2019-07-18,1.154107568826473
2019-07-19,1.154107568826473
2019-07-22,1.1562400996810447
2019-07-23,1.1617845651581986
2019-07-24,1.1634907045865888
2019-07-25,1.1715942070892287
